doc Pairs 	hash similarity 	line similarity 	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	55.24802300503235	153	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	55.238859895624245	134	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	55.21207764198419	149	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	55.19857206604195	136	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	55.15857085507828	128	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	55.10116229014206	129	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	55.09542671948145	160	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	55.05941663665826	157	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	55.0293542074364	140	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	54.99079189686925	131	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	54.98783454987834	126	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	54.91241431835491	149	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	54.87012987012987	129	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	54.84287559190702	119	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	54.82275350370981	140	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	54.76190476190476	124	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	54.75678002582867	111	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	54.75678002582867	111	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	54.71785383903793	109	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	54.611066559743385	129	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	54.55922447743108	169	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	54.54545454545455	137	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	54.49101796407186	139	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	54.43906376109766	128	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	54.420113544201136	132	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	54.316271963330784	131	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	54.204451772464964	133	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	54.08708938120703	137	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	53.99835119538335	137	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	53.97727272727273	132	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	53.936688311688314	122	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	53.936688311688314	120	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	53.93430099312452	131	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	53.80807311500381	130	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	53.70027752081406	118	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	53.55144210073181	118	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	53.50370981038747	122	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	53.5029004908523	113	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	53.43018563357546	133	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	53.421269579554824	128	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java	53.41113105924596	121	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	53.37650323774283	108	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	53.36683417085427	91	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	53.34637964774951	150	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	53.330249768732656	103	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	53.297609233305856	123	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	53.235162873717094	113	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	53.23508267433501	152	Link
input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	53.21608040201005	91	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	53.16635160680529	121	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	52.881493506493506	125	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	52.824858757062145	127	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	52.74989963869932	129	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	52.638087386644685	125	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	52.5974025974026	146	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	52.561343090830825	112	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	52.55681818181818	134	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	52.485966319165996	124	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	52.42130750605327	120	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	52.41516966067864	129	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	52.30305639259578	112	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	52.29808121374386	110	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	52.28962818003914	137	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java	52.25548902195609	129	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	52.13572854291417	122	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	52.13537469782433	123	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	52.13252094440213	124	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	52.10658984515664	150	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	52.07057976233345	148	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	52.06536541080345	141	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	51.94700923323966	148	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	51.907467532467535	132	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	51.866883116883116	115	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	51.80722891566265	111	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	51.74953959484346	136	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	51.73247381144238	131	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	51.706142111601764	120	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	51.66396103896104	147	Link
input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	51.566046300499316	139	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	51.56375300721732	120	Link
input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	51.48975791433892	127	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	51.45985401459854	113	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	51.44320297951583	91	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	51.425130469690885	131	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	51.37987012987013	122	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	51.377245508982035	116	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	51.360263808738665	119	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	51.31904369332234	130	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	51.01796407185629	123	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	50.98354074668808	126	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	50.95477386934673	89	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	50.93457943925234	135	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	50.93054925102133	118	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	50.913937547600916	125	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	50.84202085004009	128	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	50.79638398622471	103	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	50.76182838813151	120	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	50.68493150684932	109	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	50.65868263473054	131	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	50.611071171818836	141	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	50.56740807989106	116	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	50.5275974025974	124	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	50.402010050251256	84	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	50.32441200324412	117	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	50.29505220154335	118	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	50.14378145219267	119	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	50.09784735812133	126	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	50.080710250201776	124	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	50.0669344042838	112	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	49.91889699918897	111	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	49.9001996007984	121	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	49.8921639108555	141	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	49.88575780654988	126	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	49.841125737630506	108	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	49.78473581213307	127	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	49.78473581213307	121	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	49.70494779845665	110	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	49.659555152065366	114	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	49.65622612681436	133	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	49.637389202256244	122	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	49.60460100647016	128	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	49.60460100647016	150	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	49.58904109589041	126	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	49.57983193277311	115	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	49.49819349658772	120	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	49.46524064171123	122	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	49.43259192010894	106	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	49.43181818181818	123	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	49.354317998385795	104	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	49.30167597765363	90	Link
input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	49.12559618441971	75	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	49.11484339536995	107	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	49.101589495507945	141	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	49.068901303538176	95	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	49.047981721249045	118	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	48.82235528942116	123	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	48.78243512974052	124	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	48.77785765636233	126	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	48.77785765636233	125	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	48.7279843444227	133	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.70630957784839	109	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	48.701298701298704	108	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	48.686938493434695	140	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java	48.662674650698605	118	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.6609169314571	107	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.61552428506582	103	Link
input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.47934634589197	105	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	48.43356139719121	137	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.343168406718114	103	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.343168406718114	113	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.29777576032683	117	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.161597821152974	103	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.161597821152974	113	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	48.134070490670354	130	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	48.06607574536664	112	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	48.063872255489024	118	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	48.02541988197912	102	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	47.99585348997927	141	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	47.79845665002269	100	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	47.78456837280367	114	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	47.77197912484946	116	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	47.66317485898469	105	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	47.662278710848845	114	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	47.646103896103895	112	Link
