doc Pairs 	hash similarity 	line similarity 	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	5.788271134805789	29	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	5.641233766233766	27	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	5.488297013720743	27	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	5.423280423280423	33	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	5.413173652694611	31	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	4.974874371859296	16	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	4.780733285406183	23	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	4.1771696074900975	21	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	4.14651002073255	24	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	2.972972972972973	30	Link


Average: 52.57109174031862

Give system all the files, fingerprint all of them, and compare all the files to all the files of different users.
